,0
6106,14283
6107, 208  
6108,17
6109,Kerala
6110,198904
6111, 19593  
6112,1173202
6113, 7067  
6114,5080
6115, 25  
6116,18
6117,Ladakh
6118,1972
6119, 62  
6120,11129
6121, 209  
6122,136
6123, 1  
6124,19
6125,Lakshadweep
6126,1044
6127, 124  
6128,917
6129, 33  
6130,1
6131,  
6132,20
6133,Madhya Pradesh
6134,89363
6135, 1723  
6136,391299
6137, 11091  
6138,5041
6139, 104  
6140,21
6141,Maharashtra
6142,696298
6143, 2666  
6144,3468610
6145, 63818  
6146,63928
6147, 676  
6148,22
6149,Manipur
6150,705
6151, 115  
6152,29193
6153, 13  
6154,383
6155, 2  
6156,23
6157,Meghalaya
6158,1244
6159, 6  
6160,14384
6161, 148  
6162,158
6163, 1  
6164,24
6165,Mizoram
6166,712
6167, 68  
6168,4663
6169, 36  
6170,13
6171, 1  
6172,25
6173,Nagaland
6174,558
6175, 101  
6176,12350
6177, 12  
6178,95
6179, 1  
6180,26
6181,Odisha
6182,39893
6183, 3175  
6184,359467
6185, 3464  
6186,1981
6187, 8  
6188,27
6189,Puducherry
6190,6767
6191, 437  
6192,44767
6193, 453  
6194,737
6195, 9  
6196,28
6197,Punjab
6198,46565
6199, 2622  
6200,277189
6201, 2949  
6202,8356
6203, 92  
6204,29
6205,Rajasthan
6206,127616
6207, 10322  
6208,367485
6209, 4959  
6210,3527
6211, 74  
6212,30
6213,Sikkim
6214,798
6215, 105  
6216,6223
6217, 16  
6218,137
6219,  
6220,31
6221,Tamil Nadu
6222,100668
6223, 5620  
6224,952186
6225, 9142  
6226,13475
6227, 80  
6228,32
6229,Telengana
6230,62929
6231, 4781  
6232,330304
6233, 3307  
6234,1999
6235, 38  
6236,33
6237,Tripura
6238,727
6239, 82  
6240,33408
6241, 18  
6242,394
6243,  
6244,34
6245,Uttarakhand
6246,33330
6247, 3381  
6248,112001
6249, 1622  
6250,2102
6251, 81  
6252,35
6253,Uttar Pradesh
6254,288144
6255, 14491  
6256,752211
6257, 23231  
6258,10959
6259, 222  
6260,36
6261,West Bengal
6262,81375
6263, 6638  
6264,635802
6265, 7584  
6266,10884
6267, 59  
6268,Total#
6269, 2682751
6270, 129811  
6271,14085110
6272,  217113  
6273,192311
6274, 2767 
6275,*(Including foreign Nationals)
6276,**( more than 70% cases due to comorbidities )
6277,#States wise distribution is subject to further verification and reconciliation
6278,#Our figures are being reconciled with ICMR
6279,1
6280,Andaman and Nicobar Islands
6281,138
6282, 8  
6283,5410
6284, 52  
6285,66
6286, 1  
6287,2
6288,Andhra Pradesh
6289,81471
6290, 7240  
6291,931839
6292, 4421  
6293,7616
6294, 37  
6295,3
6296,Arunachal Pradesh
6297,550
6298, 97  
6299,16940
6300, 19  
6301,56
6302,  
6303,4
6304,Assam
6305,15545
6306, 1603  
6307,218958
6308, 619  
6309,1186
6310, 14  
6311,5
6312,Bihar
6313,81961
6314, 5541  
6315,306753
6316, 6741  
6317,2087
6318, 77  
6319,6
6320,Chandigarh
6321,4902
6322, 280  
6323,32608
6324, 428  
6325,433
6326, 3  
6327,7
6328,Chhattisgarh
6329,122963
6330, 516  
6331,509622
6332, 17029  
6333,7111
6334, 218  
6335,8
6336,Dadra and Nagar Haveli and Daman and Diu
6337,1904
6338, 119  
6339,4471
6340, 118  
6341,4
6342,  
6343,9
6344,Delhi
6345,93080
6346, 1051  
6347,897804
6348, 22695  
6349,13898
6350, 357  
6351,10
6352,Goa
6353,12078
6354, 1038  
6355,62113
6356, 485  
6357,993
6358, 17  
6359,11
6360,Gujarat
6361,107594
6362, 7466  
6363,367972
6364, 6479  
6365,6171
6366, 152  
6367,12
6368,Haryana
6369,69384
6370, 5327  
6371,340247
6372, 5104  
6373,3703
6374, 60  
6375,13
6376,Himachal Pradesh
6377,13411
6378, 1165  
6379,71423
6380, 884  
6381,1304
6382, 24  
6383,14
6384,Jammu and Kashmir
6385,18064
6386, 1071  
6387,138184
6388, 944  
6389,2126
6390, 15  
6391,15
6392,Jharkhand
6393,45592
6394, 2177  
6395,148364
6396, 2865  
6397,1888
6398, 110  
6399,16
6400,Karnataka
6401,234502
6402, 20172  
6403,1055612
6404, 9058  
6405,14283
6406, 208  
6407,17
6408,Kerala
6409,198904
6410, 19593  
6411,1173202
6412, 7067  
6413,5080
6414, 25  
6415,18
6416,Ladakh
6417,1972
6418, 62  
6419,11129
6420, 209  
6421,136
6422, 1  
6423,19
6424,Lakshadweep
6425,1044
6426, 124  
6427,917
6428, 33  
6429,1
6430,  
6431,20
6432,Madhya Pradesh
6433,89363
6434, 1723  
6435,391299
6436, 11091  
6437,5041
6438, 104  
6439,21
6440,Maharashtra
6441,696298
6442, 2666  
6443,3468610
6444, 63818  
6445,63928
6446, 676  
6447,22
6448,Manipur
6449,705
6450, 115  
6451,29193
6452, 13  
6453,383
6454, 2  
6455,23
6456,Meghalaya
6457,1244
6458, 6  
6459,14384
6460, 148  
6461,158
6462, 1  
6463,24
6464,Mizoram
6465,712
6466, 68  
6467,4663
6468, 36  
6469,13
6470, 1  
6471,25
6472,Nagaland
6473,558
6474, 101  
6475,12350
6476, 12  
6477,95
6478, 1  
6479,26
6480,Odisha
6481,39893
6482, 3175  
6483,359467
6484, 3464  
6485,1981
6486, 8  
6487,27
6488,Puducherry
6489,6767
6490, 437  
6491,44767
6492, 453  
6493,737
6494, 9  
6495,28
6496,Punjab
6497,46565
6498, 2622  
6499,277189
6500, 2949  
6501,8356
6502, 92  
6503,29
6504,Rajasthan
6505,127616
6506, 10322  
6507,367485
6508, 4959  
6509,3527
6510, 74  
6511,30
6512,Sikkim
6513,798
6514, 105  
6515,6223
6516, 16  
6517,137
6518,  
6519,31
6520,Tamil Nadu
6521,100668
6522, 5620  
6523,952186
6524, 9142  
6525,13475
6526, 80  
6527,32
6528,Telengana
6529,62929
6530, 4781  
6531,330304
6532, 3307  
6533,1999
6534, 38  
6535,33
6536,Tripura
6537,727
6538, 82  
6539,33408
6540, 18  
6541,394
6542,  
6543,34
6544,Uttarakhand
6545,33330
6546, 3381  
6547,112001
6548, 1622  
6549,2102
6550, 81  
6551,35
6552,Uttar Pradesh
6553,288144
6554, 14491  
6555,752211
6556, 23231  
6557,10959
6558, 222  
6559,36
6560,West Bengal
6561,81375
6562, 6638  
6563,635802
6564, 7584  
6565,10884
6566, 59  
6567,Total#
6568, 2682751
6569, 129811  
6570,14085110
6571,  217113  
6572,192311
6573, 2767 
6574,*(Including foreign Nationals)
6575,**( more than 70% cases due to comorbidities )
6576,#States wise distribution is subject to further verification and reconciliation
6577,#Our figures are being reconciled with ICMR
6578,1
6579,Andaman and Nicobar Islands
6580,138
6581, 8  
6582,5410
6583, 52  
6584,66
6585, 1  
6586,2
6587,Andhra Pradesh
6588,81471
6589, 7240  
6590,931839
6591, 4421  
6592,7616
6593, 37  
6594,3
6595,Arunachal Pradesh
6596,550
6597, 97  
6598,16940
6599, 19  
6600,56
6601,  
6602,4
6603,Assam
6604,15545
6605, 1603  
6606,218958
6607, 619  
6608,1186
6609, 14  
6610,5
6611,Bihar
6612,81961
6613, 5541  
6614,306753
6615, 6741  
6616,2087
6617, 77  
6618,6
6619,Chandigarh
6620,4902
6621, 280  
6622,32608
6623, 428  
6624,433
6625, 3  
6626,7
6627,Chhattisgarh
6628,122963
6629, 516  
6630,509622
6631, 17029  
6632,7111
6633, 218  
6634,8
6635,Dadra and Nagar Haveli and Daman and Diu
6636,1904
6637, 119  
6638,4471
6639, 118  
6640,4
6641,  
6642,9
6643,Delhi
6644,93080
6645, 1051  
6646,897804
6647, 22695  
6648,13898
6649, 357  
6650,10
6651,Goa
6652,12078
6653, 1038  
6654,62113
6655, 485  
6656,993
6657, 17  
6658,11
6659,Gujarat
6660,107594
6661, 7466  
6662,367972
6663, 6479  
6664,6171
6665, 152  
6666,12
6667,Haryana
6668,69384
6669, 5327  
6670,340247
6671, 5104  
6672,3703
6673, 60  
6674,13
6675,Himachal Pradesh
6676,13411
6677, 1165  
6678,71423
6679, 884  
6680,1304
6681, 24  
6682,14
6683,Jammu and Kashmir
6684,18064
6685, 1071  
6686,138184
6687, 944  
6688,2126
6689, 15  
6690,15
6691,Jharkhand
6692,45592
6693, 2177  
6694,148364
6695, 2865  
6696,1888
6697, 110  
6698,16
6699,Karnataka
6700,234502
6701, 20172  
6702,1055612
6703, 9058  
6704,14283
6705, 208  
6706,17
6707,Kerala
6708,198904
6709, 19593  
6710,1173202
6711, 7067  
6712,5080
6713, 25  
6714,18
6715,Ladakh
6716,1972
6717, 62  
6718,11129
6719, 209  
6720,136
6721, 1  
6722,19
6723,Lakshadweep
6724,1044
6725, 124  
6726,917
6727, 33  
6728,1
6729,  
6730,20
6731,Madhya Pradesh
6732,89363
6733, 1723  
6734,391299
6735, 11091  
6736,5041
6737, 104  
6738,21
6739,Maharashtra
6740,696298
6741, 2666  
6742,3468610
6743, 63818  
6744,63928
6745, 676  
6746,22
6747,Manipur
6748,705
6749, 115  
6750,29193
6751, 13  
6752,383
6753, 2  
6754,23
6755,Meghalaya
6756,1244
6757, 6  
6758,14384
6759, 148  
6760,158
6761, 1  
6762,24
6763,Mizoram
6764,712
6765, 68  
6766,4663
6767, 36  
6768,13
6769, 1  
6770,25
6771,Nagaland
6772,558
6773, 101  
6774,12350
6775, 12  
6776,95
6777, 1  
6778,26
6779,Odisha
6780,39893
6781, 3175  
6782,359467
6783, 3464  
6784,1981
6785, 8  
6786,27
6787,Puducherry
6788,6767
6789, 437  
6790,44767
6791, 453  
6792,737
6793, 9  
6794,28
6795,Punjab
6796,46565
6797, 2622  
6798,277189
6799, 2949  
6800,8356
6801, 92  
6802,29
6803,Rajasthan
6804,127616
6805, 10322  
6806,367485
6807, 4959  
6808,3527
6809, 74  
6810,30
6811,Sikkim
6812,798
6813, 105  
6814,6223
6815, 16  
6816,137
6817,  
6818,31
6819,Tamil Nadu
6820,100668
6821, 5620  
6822,952186
6823, 9142  
6824,13475
6825, 80  
6826,32
6827,Telengana
6828,62929
6829, 4781  
6830,330304
6831, 3307  
6832,1999
6833, 38  
6834,33
6835,Tripura
6836,727
6837, 82  
6838,33408
6839, 18  
6840,394
6841,  
6842,34
6843,Uttarakhand
6844,33330
6845, 3381  
6846,112001
6847, 1622  
6848,2102
6849, 81  
6850,35
6851,Uttar Pradesh
6852,288144
6853, 14491  
6854,752211
6855, 23231  
6856,10959
6857, 222  
6858,36
6859,West Bengal
6860,81375
6861, 6638  
6862,635802
6863, 7584  
6864,10884
6865, 59  
6866,Total#
6867, 2682751
6868, 129811  
6869,14085110
6870,  217113  
6871,192311
6872, 2767 
6873,*(Including foreign Nationals)
6874,**( more than 70% cases due to comorbidities )
6875,#States wise distribution is subject to further verification and reconciliation
6876,#Our figures are being reconciled with ICMR
6877,1
6878,Andaman and Nicobar Islands
6879,138
6880, 8  
6881,5410
6882, 52  
6883,66
6884, 1  
6885,2
6886,Andhra Pradesh
6887,81471
6888, 7240  
6889,931839
6890, 4421  
6891,7616
6892, 37  
6893,3
6894,Arunachal Pradesh
6895,550
6896, 97  
6897,16940
6898, 19  
6899,56
6900,  
6901,4
6902,Assam
6903,15545
6904, 1603  
6905,218958
6906, 619  
6907,1186
6908, 14  
6909,5
6910,Bihar
6911,81961
6912, 5541  
6913,306753
6914, 6741  
6915,2087
6916, 77  
6917,6
6918,Chandigarh
6919,4902
6920, 280  
6921,32608
6922, 428  
6923,433
6924, 3  
6925,7
6926,Chhattisgarh
6927,122963
6928, 516  
6929,509622
6930, 17029  
6931,7111
6932, 218  
6933,8
6934,Dadra and Nagar Haveli and Daman and Diu
6935,1904
6936, 119  
6937,4471
6938, 118  
6939,4
6940,  
6941,9
6942,Delhi
6943,93080
6944, 1051  
6945,897804
6946, 22695  
6947,13898
6948, 357  
6949,10
6950,Goa
6951,12078
6952, 1038  
6953,62113
6954, 485  
6955,993
6956, 17  
6957,11
6958,Gujarat
6959,107594
6960, 7466  
6961,367972
6962, 6479  
6963,6171
6964, 152  
6965,12
6966,Haryana
6967,69384
6968, 5327  
6969,340247
6970, 5104  
6971,3703
6972, 60  
6973,13
6974,Himachal Pradesh
6975,13411
6976, 1165  
6977,71423
6978, 884  
6979,1304
6980, 24  
6981,14
6982,Jammu and Kashmir
6983,18064
6984, 1071  
6985,138184
6986, 944  
6987,2126
6988, 15  
6989,15
6990,Jharkhand
6991,45592
6992, 2177  
6993,148364
6994, 2865  
6995,1888
6996, 110  
6997,16
6998,Karnataka
6999,234502
7000, 20172  
7001,1055612
7002, 9058  
7003,14283
7004, 208  
7005,17
7006,Kerala
7007,198904
7008, 19593  
7009,1173202
7010, 7067  
7011,5080
7012, 25  
7013,18
7014,Ladakh
7015,1972
7016, 62  
7017,11129
7018, 209  
7019,136
7020, 1  
7021,19
7022,Lakshadweep
7023,1044
7024, 124  
7025,917
7026, 33  
7027,1
7028,  
7029,20
7030,Madhya Pradesh
7031,89363
7032, 1723  
7033,391299
7034, 11091  
7035,5041
7036, 104  
7037,21
7038,Maharashtra
7039,696298
7040, 2666  
7041,3468610
7042, 63818  
7043,63928
7044, 676  
7045,22
7046,Manipur
7047,705
7048, 115  
7049,29193
7050, 13  
7051,383
7052, 2  
7053,23
7054,Meghalaya
7055,1244
7056, 6  
7057,14384
7058, 148  
7059,158
7060, 1  
7061,24
7062,Mizoram
7063,712
7064, 68  
7065,4663
7066, 36  
7067,13
7068, 1  
7069,25
7070,Nagaland
7071,558
7072, 101  
7073,12350
7074, 12  
7075,95
7076, 1  
7077,26
7078,Odisha
7079,39893
7080, 3175  
7081,359467
7082, 3464  
7083,1981
7084, 8  
7085,27
7086,Puducherry
7087,6767
7088, 437  
7089,44767
7090, 453  
7091,737
7092, 9  
7093,28
7094,Punjab
7095,46565
7096, 2622  
7097,277189
7098, 2949  
7099,8356
7100, 92  
7101,29
7102,Rajasthan
7103,127616
7104, 10322  
7105,367485
7106, 4959  
7107,3527
7108, 74  
7109,30
7110,Sikkim
7111,798
7112, 105  
7113,6223
7114, 16  
7115,137
7116,  
7117,31
7118,Tamil Nadu
7119,100668
7120, 5620  
7121,952186
7122, 9142  
7123,13475
7124, 80  
7125,32
7126,Telengana
7127,62929
7128, 4781  
7129,330304
7130, 3307  
7131,1999
7132, 38  
7133,33
7134,Tripura
7135,727
7136, 82  
7137,33408
7138, 18  
7139,394
7140,  
7141,34
7142,Uttarakhand
7143,33330
7144, 3381  
7145,112001
7146, 1622  
7147,2102
7148, 81  
7149,35
7150,Uttar Pradesh
7151,288144
7152, 14491  
7153,752211
7154, 23231  
7155,10959
7156, 222  
7157,36
7158,West Bengal
7159,81375
7160, 6638  
7161,635802
7162, 7584  
7163,10884
7164, 59  
7165,Total#
7166, 2682751
7167, 129811  
7168,14085110
7169,  217113  
7170,192311
7171, 2767 
7172,*(Including foreign Nationals)
7173,**( more than 70% cases due to comorbidities )
7174,#States wise distribution is subject to further verification and reconciliation
7175,#Our figures are being reconciled with ICMR
7176,1
7177,Andaman and Nicobar Islands
7178,138
7179, 8  
7180,5410
7181, 52  
7182,66
7183, 1  
7184,2
7185,Andhra Pradesh
7186,81471
7187, 7240  
7188,931839
7189, 4421  
7190,7616
7191, 37  
7192,3
7193,Arunachal Pradesh
7194,550
7195, 97  
7196,16940
7197, 19  
7198,56
7199,  
7200,4
7201,Assam
7202,15545
7203, 1603  
7204,218958
7205, 619  
7206,1186
7207, 14  
7208,5
7209,Bihar
7210,81961
7211, 5541  
7212,306753
7213, 6741  
7214,2087
7215, 77  
7216,6
7217,Chandigarh
7218,4902
7219, 280  
7220,32608
7221, 428  
7222,433
7223, 3  
7224,7
7225,Chhattisgarh
7226,122963
7227, 516  
7228,509622
7229, 17029  
7230,7111
7231, 218  
7232,8
7233,Dadra and Nagar Haveli and Daman and Diu
7234,1904
7235, 119  
7236,4471
7237, 118  
7238,4
7239,  
7240,9
7241,Delhi
7242,93080
7243, 1051  
7244,897804
7245, 22695  
7246,13898
7247, 357  
7248,10
7249,Goa
7250,12078
7251, 1038  
7252,62113
7253, 485  
7254,993
7255, 17  
7256,11
7257,Gujarat
7258,107594
7259, 7466  
7260,367972
7261, 6479  
7262,6171
7263, 152  
7264,12
7265,Haryana
7266,69384
7267, 5327  
7268,340247
7269, 5104  
7270,3703
7271, 60  
7272,13
7273,Himachal Pradesh
7274,13411
7275, 1165  
7276,71423
7277, 884  
7278,1304
7279, 24  
7280,14
7281,Jammu and Kashmir
7282,18064
7283, 1071  
7284,138184
7285, 944  
7286,2126
7287, 15  
7288,15
7289,Jharkhand
7290,45592
7291, 2177  
7292,148364
7293, 2865  
7294,1888
7295, 110  
7296,16
7297,Karnataka
7298,234502
7299, 20172  
7300,1055612
7301, 9058  
7302,14283
7303, 208  
7304,17
7305,Kerala
7306,198904
7307, 19593  
7308,1173202
7309, 7067  
7310,5080
7311, 25  
7312,18
7313,Ladakh
7314,1972
7315, 62  
7316,11129
7317, 209  
7318,136
7319, 1  
7320,19
7321,Lakshadweep
7322,1044
7323, 124  
7324,917
7325, 33  
7326,1
7327,  
7328,20
7329,Madhya Pradesh
7330,89363
7331, 1723  
7332,391299
7333, 11091  
7334,5041
7335, 104  
7336,21
7337,Maharashtra
7338,696298
7339, 2666  
7340,3468610
7341, 63818  
7342,63928
7343, 676  
7344,22
7345,Manipur
7346,705
7347, 115  
7348,29193
7349, 13  
7350,383
7351, 2  
7352,23
7353,Meghalaya
7354,1244
7355, 6  
7356,14384
7357, 148  
7358,158
7359, 1  
7360,24
7361,Mizoram
7362,712
7363, 68  
7364,4663
7365, 36  
7366,13
7367, 1  
7368,25
7369,Nagaland
7370,558
7371, 101  
7372,12350
7373, 12  
7374,95
7375, 1  
7376,26
7377,Odisha
7378,39893
7379, 3175  
7380,359467
7381, 3464  
7382,1981
7383, 8  
7384,27
7385,Puducherry
7386,6767
7387, 437  
7388,44767
7389, 453  
7390,737
7391, 9  
7392,28
7393,Punjab
7394,46565
7395, 2622  
7396,277189
7397, 2949  
7398,8356
7399, 92  
7400,29
7401,Rajasthan
7402,127616
7403, 10322  
7404,367485
7405, 4959  
7406,3527
7407, 74  
7408,30
7409,Sikkim
7410,798
7411, 105  
7412,6223
7413, 16  
7414,137
7415,  
7416,31
7417,Tamil Nadu
7418,100668
7419, 5620  
7420,952186
7421, 9142  
7422,13475
7423, 80  
7424,32
7425,Telengana
7426,62929
7427, 4781  
7428,330304
7429, 3307  
7430,1999
7431, 38  
7432,33
7433,Tripura
7434,727
7435, 82  
7436,33408
7437, 18  
7438,394
7439,  
7440,34
7441,Uttarakhand
7442,33330
7443, 3381  
7444,112001
7445, 1622  
7446,2102
7447, 81  
7448,35
7449,Uttar Pradesh
7450,288144
7451, 14491  
7452,752211
7453, 23231  
7454,10959
7455, 222  
7456,36
7457,West Bengal
7458,81375
7459, 6638  
7460,635802
7461, 7584  
7462,10884
7463, 59  
7464,Total#
7465, 2682751
7466, 129811  
7467,14085110
7468,  217113  
7469,192311
7470, 2767 
7471,*(Including foreign Nationals)
7472,**( more than 70% cases due to comorbidities )
7473,#States wise distribution is subject to further verification and reconciliation
7474,#Our figures are being reconciled with ICMR
7475,1
7476,Andaman and Nicobar Islands
7477,138
7478, 8  
7479,5410
7480, 52  
7481,66
7482, 1  
7483,2
7484,Andhra Pradesh
7485,81471
7486, 7240  
7487,931839
7488, 4421  
7489,7616
7490, 37  
7491,3
7492,Arunachal Pradesh
7493,550
7494, 97  
7495,16940
7496, 19  
7497,56
7498,  
7499,4
7500,Assam
7501,15545
7502, 1603  
7503,218958
7504, 619  
7505,1186
7506, 14  
7507,5
7508,Bihar
7509,81961
7510, 5541  
7511,306753
7512, 6741  
7513,2087
7514, 77  
7515,6
7516,Chandigarh
7517,4902
7518, 280  
7519,32608
7520, 428  
7521,433
7522, 3  
7523,7
7524,Chhattisgarh
7525,122963
7526, 516  
7527,509622
7528, 17029  
7529,7111
7530, 218  
7531,8
7532,Dadra and Nagar Haveli and Daman and Diu
7533,1904
7534, 119  
7535,4471
7536, 118  
7537,4
7538,  
7539,9
7540,Delhi
7541,93080
7542, 1051  
7543,897804
7544, 22695  
7545,13898
7546, 357  
7547,10
7548,Goa
7549,12078
7550, 1038  
7551,62113
7552, 485  
7553,993
7554, 17  
7555,11
7556,Gujarat
7557,107594
7558, 7466  
7559,367972
7560, 6479  
7561,6171
7562, 152  
7563,12
7564,Haryana
7565,69384
7566, 5327  
7567,340247
7568, 5104  
7569,3703
7570, 60  
7571,13
7572,Himachal Pradesh
7573,13411
7574, 1165  
7575,71423
7576, 884  
7577,1304
7578, 24  
7579,14
7580,Jammu and Kashmir
7581,18064
7582, 1071  
7583,138184
7584, 944  
7585,2126
7586, 15  
7587,15
7588,Jharkhand
7589,45592
7590, 2177  
7591,148364
7592, 2865  
7593,1888
7594, 110  
7595,16
7596,Karnataka
7597,234502
7598, 20172  
7599,1055612
7600, 9058  
7601,14283
7602, 208  
7603,17
7604,Kerala
7605,198904
7606, 19593  
7607,1173202
7608, 7067  
7609,5080
7610, 25  
7611,18
7612,Ladakh
7613,1972
7614, 62  
7615,11129
7616, 209  
7617,136
7618, 1  
7619,19
7620,Lakshadweep
7621,1044
7622, 124  
7623,917
7624, 33  
7625,1
7626,  
7627,20
7628,Madhya Pradesh
7629,89363
7630, 1723  
7631,391299
7632, 11091  
7633,5041
7634, 104  
7635,21
7636,Maharashtra
7637,696298
7638, 2666  
7639,3468610
7640, 63818  
7641,63928
7642, 676  
7643,22
7644,Manipur
7645,705
7646, 115  
7647,29193
7648, 13  
7649,383
7650, 2  
7651,23
7652,Meghalaya
7653,1244
7654, 6  
7655,14384
7656, 148  
7657,158
7658, 1  
7659,24
7660,Mizoram
7661,712
7662, 68  
7663,4663
7664, 36  
7665,13
7666, 1  
7667,25
7668,Nagaland
7669,558
7670, 101  
7671,12350
7672, 12  
7673,95
7674, 1  
7675,26
7676,Odisha
7677,39893
7678, 3175  
7679,359467
7680, 3464  
7681,1981
7682, 8  
7683,27
7684,Puducherry
7685,6767
7686, 437  
7687,44767
7688, 453  
7689,737
7690, 9  
7691,28
7692,Punjab
7693,46565
7694, 2622  
7695,277189
7696, 2949  
7697,8356
7698, 92  
7699,29
7700,Rajasthan
7701,127616
7702, 10322  
7703,367485
7704, 4959  
7705,3527
7706, 74  
7707,30
7708,Sikkim
7709,798
7710, 105  
7711,6223
7712, 16  
7713,137
7714,  
7715,31
7716,Tamil Nadu
7717,100668
7718, 5620  
7719,952186
7720, 9142  
7721,13475
7722, 80  
7723,32
7724,Telengana
7725,62929
7726, 4781  
7727,330304
7728, 3307  
7729,1999
7730, 38  
7731,33
7732,Tripura
7733,727
7734, 82  
7735,33408
7736, 18  
7737,394
7738,  
7739,34
7740,Uttarakhand
7741,33330
7742, 3381  
7743,112001
7744, 1622  
7745,2102
7746, 81  
7747,35
7748,Uttar Pradesh
7749,288144
7750, 14491  
7751,752211
7752, 23231  
7753,10959
7754, 222  
7755,36
7756,West Bengal
7757,81375
7758, 6638  
7759,635802
7760, 7584  
7761,10884
7762, 59  
7763,Total#
7764, 2682751
7765, 129811  
7766,14085110
7767,  217113  
7768,192311
7769, 2767 
7770,*(Including foreign Nationals)
7771,**( more than 70% cases due to comorbidities )
7772,#States wise distribution is subject to further verification and reconciliation
7773,#Our figures are being reconciled with ICMR
7774,1
7775,Andaman and Nicobar Islands
7776,138
7777, 8  
7778,5410
7779, 52  
7780,66
7781, 1  
7782,2
7783,Andhra Pradesh
7784,81471
7785, 7240  
7786,931839
7787, 4421  
7788,7616
7789, 37  
7790,3
7791,Arunachal Pradesh
7792,550
7793, 97  
7794,16940
7795, 19  
7796,56
7797,  
7798,4
7799,Assam
7800,15545
7801, 1603  
7802,218958
7803, 619  
7804,1186
7805, 14  
7806,5
7807,Bihar
7808,81961
7809, 5541  
7810,306753
7811, 6741  
7812,2087
7813, 77  
7814,6
7815,Chandigarh
7816,4902
7817, 280  
7818,32608
7819, 428  
7820,433
7821, 3  
7822,7
7823,Chhattisgarh
7824,122963
7825, 516  
7826,509622
7827, 17029  
7828,7111
7829, 218  
7830,8
7831,Dadra and Nagar Haveli and Daman and Diu
7832,1904
7833, 119  
7834,4471
7835, 118  
7836,4
7837,  
7838,9
7839,Delhi
7840,93080
7841, 1051  
7842,897804
7843, 22695  
7844,13898
7845, 357  
7846,10
7847,Goa
7848,12078
7849, 1038  
7850,62113
7851, 485  
7852,993
7853, 17  
7854,11
7855,Gujarat
7856,107594
7857, 7466  
7858,367972
7859, 6479  
7860,6171
7861, 152  
7862,12
7863,Haryana
7864,69384
7865, 5327  
7866,340247
7867, 5104  
7868,3703
7869, 60  
7870,13
7871,Himachal Pradesh
7872,13411
7873, 1165  
7874,71423
7875, 884  
7876,1304
7877, 24  
7878,14
7879,Jammu and Kashmir
7880,18064
7881, 1071  
7882,138184
7883, 944  
7884,2126
7885, 15  
7886,15
7887,Jharkhand
7888,45592
7889, 2177  
7890,148364
7891, 2865  
7892,1888
7893, 110  
7894,16
7895,Karnataka
7896,234502
7897, 20172  
7898,1055612
7899, 9058  
7900,14283
7901, 208  
7902,17
7903,Kerala
7904,198904
7905, 19593  
7906,1173202
7907, 7067  
7908,5080
7909, 25  
7910,18
7911,Ladakh
7912,1972
7913, 62  
7914,11129
7915, 209  
7916,136
7917, 1  
7918,19
7919,Lakshadweep
7920,1044
7921, 124  
7922,917
7923, 33  
7924,1
7925,  
7926,20
7927,Madhya Pradesh
7928,89363
7929, 1723  
7930,391299
7931, 11091  
7932,5041
7933, 104  
7934,21
7935,Maharashtra
7936,696298
7937, 2666  
7938,3468610
7939, 63818  
7940,63928
7941, 676  
7942,22
7943,Manipur
7944,705
7945, 115  
7946,29193
7947, 13  
7948,383
7949, 2  
7950,23
7951,Meghalaya
7952,1244
7953, 6  
7954,14384
7955, 148  
7956,158
7957, 1  
7958,24
7959,Mizoram
7960,712
7961, 68  
7962,4663
7963, 36  
7964,13
7965, 1  
7966,25
7967,Nagaland
7968,558
7969, 101  
7970,12350
7971, 12  
7972,95
7973, 1  
7974,26
7975,Odisha
7976,39893
7977, 3175  
7978,359467
7979, 3464  
7980,1981
7981, 8  
7982,27
7983,Puducherry
7984,6767
7985, 437  
7986,44767
7987, 453  
7988,737
7989, 9  
7990,28
7991,Punjab
7992,46565
7993, 2622  
7994,277189
7995, 2949  
7996,8356
7997, 92  
7998,29
7999,Rajasthan
8000,127616
8001, 10322  
8002,367485
8003, 4959  
8004,3527
8005, 74  
8006,30
8007,Sikkim
8008,798
8009, 105  
8010,6223
8011, 16  
8012,137
8013,  
8014,31
8015,Tamil Nadu
8016,100668
8017, 5620  
8018,952186
8019, 9142  
8020,13475
8021, 80  
8022,32
8023,Telengana
8024,62929
8025, 4781  
8026,330304
8027, 3307  
8028,1999
8029, 38  
8030,33
8031,Tripura
8032,727
8033, 82  
8034,33408
8035, 18  
8036,394
8037,  
8038,34
8039,Uttarakhand
8040,33330
8041, 3381  
8042,112001
8043, 1622  
8044,2102
8045, 81  
8046,35
8047,Uttar Pradesh
8048,288144
8049, 14491  
8050,752211
8051, 23231  
8052,10959
8053, 222  
8054,36
8055,West Bengal
8056,81375
8057, 6638  
8058,635802
8059, 7584  
8060,10884
8061, 59  
8062,Total#
8063, 2682751
8064, 129811  
8065,14085110
8066,  217113  
8067,192311
8068, 2767 
8069,*(Including foreign Nationals)
8070,**( more than 70% cases due to comorbidities )
8071,#States wise distribution is subject to further verification and reconciliation
8072,#Our figures are being reconciled with ICMR
8073,1
8074,Andaman and Nicobar Islands
8075,138
8076, 8  
8077,5410
8078, 52  
8079,66
8080, 1  
8081,2
8082,Andhra Pradesh
8083,81471
8084, 7240  
8085,931839
8086, 4421  
8087,7616
8088, 37  
8089,3
8090,Arunachal Pradesh
8091,550
